,count
547,764
548,721
549,872
550,941
551,829
552,833
553,728
554,678
555,655
556,779
557,713
558,780
559,680
560,770
561,705
562,648
563,723
564,745
565,796
566,768
567,794
568,766
569,750
570,695
571,739
572,330
573,826
574,806
575,759
576,747
577,746
578,714
579,821
580,859
581,869
582,789
583,523
584,818
585,756
586,775
587,800
588,761
589,675
590,709
591,718
592,725
593,678
594,706
595,750
596,717
597,670
598,751
599,754
600,705
601,774
602,790
603,747
604,701
605,788
606,731
607,722
608,790
609,820
610,761
611,678
612,686
613,743
614,737
615,790
616,830
617,807
618,664
619,668
620,724
621,727
622,712
623,683
624,666
625,594
626,688
627,643
628,679
629,713
630,821
631,755
632,652
633,609
634,629
635,672
636,667
637,738
638,677
639,636
640,624
641,670
642,622
643,679
644,706
645,754
646,616
647,619
648,635
649,646
650,650
651,705
652,592
653,528
654,539
655,564
656,656
657,699
658,706
659,604
660,596
661,607
662,699
663,712
664,702
665,733
666,611
667,726
668,671
669,710
670,604
671,674
672,635
673,691
674,640
675,645
676,614
677,144
678,222
679,153
680,83
681,139
682,141
683,26
684,25
685,286
686,639
687,626
688,613
689,258
690,73
691,543
692,460
693,534
694,645
695,587
696,640
697,750
698,655
699,765
700,741
701,653
702,527
703,607
704,651
705,685
706,680
707,666
708,670
709,527
710,532
711,656
712,675
713,678
714,719
715,686
716,542
717,606
718,576
719,635
720,612
721,644
722,571
723,399
724,455
725,568
726,583
727,609
728,622
729,631
730,740
731,559
732,655
733,582
734,655
735,690
736,686
737,566
738,646
739,592
740,584
741,648
742,711
743,596
744,480
745,438
746,505
747,359
748,392
749,449
750,609
751,536
752,653
753,632
754,605
755,629
756,712
757,629
758,492
759,630
760,659
761,677
762,729
763,697
764,679
765,658
766,678
767,717
768,709
769,617
770,682
771,701
772,588
773,689
774,698
775,627
776,587
777,715
778,755
779,648
780,663
781,728
782,658
783,668
784,681
785,762
786,611
787,608
788,652
789,627
790,768
791,756
792,731
793,634
794,724
795,738
796,647
797,737
798,763
799,636
800,544
801,625
802,645
803,612
804,628
805,736
806,695
807,612
808,679
809,724
810,674
811,678
812,699
813,717
814,620
815,695
816,665
817,696
818,598
819,619
820,681
821,677
822,727
823,714
824,671
825,712
826,780
827,733
828,608
829,714
830,731
831,655
832,670
833,783
834,740
835,658
836,685
837,632
838,606
839,687
840,703
841,736
842,738
843,744
844,684
845,660
846,658
847,718
848,774
849,710
850,707
851,570
852,685
853,662
854,736
855,777
856,727
857,701
858,597
859,712
860,688
861,783
862,783
863,684
864,689
865,746
866,717
867,737
868,694
869,811
870,617
871,673
872,666
873,652
874,742
875,788
876,763
877,641
878,634
879,714
880,693
881,709
882,846
883,804
884,716
885,792
886,744
887,729
888,703
889,789
890,815
891,707
892,784
893,693
894,740
895,698
896,832
897,817
898,690
899,721
900,737
901,749
902,800
903,773
904,683
905,642
906,731
907,788
908,753
909,750
910,738
911,852
912,714
913,758
914,794
915,695
916,820
917,786
918,777
919,709
920,737
921,723
922,816
923,824
924,769
925,860
926,669
927,1056
928,1470
929,1327
930,1519
931,1100
932,786
933,647
934,719
935,999
936,1382
937,1453
938,1500
939,1127
940,703
941,703
942,726
943,764
944,814
945,838
946,828
947,1263
948,1354
949,1425
950,1335
951,971
952,765
953,741
954,695
955,748
956,622
957,695
958,643
959,627
960,558
961,502
962,619
963,672
964,585
965,607
966,622
967,608
968,523
969,695
970,732
971,744
972,704
973,706
974,749
975,639
976,677
977,755
978,772
979,711
980,774
981,773
982,674
983,701
984,722
985,644
986,728
987,746
988,723
989,683
990,678
991,766
992,657
993,715
994,749
995,710
996,673
997,707
998,661
999,717
1000,745
1001,766
1002,800
1003,673
1004,739
1005,682
1006,709
1007,750
1008,754
1009,704
1010,633
1011,642
1012,665
1013,628
1014,724
1015,683
1016,633
1017,683
1018,639
1019,667
1020,700
1021,677
1022,668
1023,659
1024,536
1025,651
1026,668
1027,636
1028,607
1029,691
1030,704
1031,599
1032,653
1033,591
1034,639
1035,720
1036,696
1037,697
1038,712
1039,602
1040,636
1041,682
1042,640
1043,624
1044,596
1045,576
1046,632
1047,632
1048,671
1049,640
1050,675
1051,629
1052,554
1053,595
1054,654
1055,648
1056,434
1057,445
1058,613
1059,509
1060,591
1061,689
1062,677
1063,670
1064,677
1065,659
1066,640
1067,696
1068,668
1069,654
1070,699
1071,671
1072,659
1073,609
1074,604
1075,634
1076,614
1077,642
1078,709
1079,638
1080,591
1081,677
1082,534
1083,631
1084,662
1085,706
1086,616
1087,573
1088,552
1089,364
1090,521
1091,350
1092,349
1093,330
1094,358
1095,406
1096,498
1097,407
1098,647
1099,737
1100,706
1101,607
1102,708
1103,711
1104,656
1105,685
1106,688
1107,680
1108,571
1109,629
1110,704
1111,707
1112,702
1113,693
1114,653
1115,622
1116,563
1117,676
1118,662
1119,749
1120,773
1121,677
1122,629
1123,638
1124,646
1125,663
1126,698
1127,767
1128,725
1129,630
1130,700
1131,672
1132,692
1133,723
1134,791
1135,769
1136,649
1137,670
1138,723
1139,758
1140,754
1141,804
1142,686
1143,584
1144,630
1145,680
1146,681
1147,675
1148,473
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,3
1305,1
1306,0
1307,0
1308,1
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,0
1316,1
1317,12
1318,11
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,1
1329,0
1330,0
1331,9
1332,0
1333,33
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,4
1351,0
1352,11
1353,0
1354,5
1355,0
1356,0
1357,0
1358,1
1359,0
1360,0
1361,3
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,1
1371,0
1372,0
1373,12
1374,0
1375,4
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,0
1383,9
1384,0
1385,2
1386,10
1387,0
1388,7
1389,0
1390,17
1391,17
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,1
1403,0
1404,8
1405,46
1406,0
1407,59
1408,221
1409,1
1410,0
1411,6
1412,0
1413,0
1414,0
